Location,Job_Description,Sector,Eligibility,salary,Month,vacancies
BENGALURU,SOCIAL MEDIA EXECUTIVE,Marketing, Graduation  PG   Doctorate Doctorate ,20000,3,2
BENGALURU,PROJECT MANAGER,Marketing,BTech BE  ME MTech,50000,10,2
BENGALURU,JUNIOR GRAPHIC DESIGNER,Creative/Design,BTech BE  ME MTech,50000,0,2
BENGALURU,PROJECT MANAGER - DIGITAL MARKETING,Marketing,BTech BE  ME MTech,50000,6,2
BENGALURU,SOCIAL MEDIA EXECUTIVE,Marketing,BTech BE  ME MTech,30000,9,2
BENGALURU,WEB DESIGNER,Creative/Design,BTech BE  ME MTech,50000,1,2
BENGALURU,CUSTOMER SERVICE (GERMAN ACCOUNT),Customer Service/Support, BTech BE PG  ,46000,0,15
BENGALURU,CUSTOMER SERVICE AGENT,Customer Service/Support,BTech BE  ME MTech,50000,2,5
HYDERABAD,PORTUGUESE CUSTOMER SERVICE AGENT,Customer Service/Support,BTech BE  ME MTech,60000,7,8
HYDERABAD,SAP CONSULTANT,IT/Software Development,BTech BE Diploma ,50000,11,2
BENGALURU,MARKETING MANAGER ,Marketing,MBBS  Diploma  DNB  MS MD,50000,9,2
BENGALURU,TELESALES AGENT- MARKETING & ADVERTISING,Sales/Retail/Business Development,BTech BE  ME MTech,40000,10,5
BENGALURU,"TECHNICAL SUPPORT AGENT ""ETISALAT"" INT'L ACCOUNT",Customer Service/Support,BTech BE  ME MTech,32000,1,40
BENGALURU,CALL CENTER AGENT (ETISALAT),Customer Service/Support,BTech BE  ME MTech,18000,3,80
BENGALURU,SENIOR SHAREPOINT DEVELOPER,IT/Software Development,BTech BE  ME MTech,60000,9,3
BENGALURU,TELESALES AGENT,Sales/Retail/Business Development,10TH ,35000,6,100
BENGALURU,OUTBOUND TELEMARKETING AGENT (ETISALAT EMIRATES),Customer Service/Support,BTech BE  ME MTech,26000,11,40
HYDERABAD,SALES ACCOUNT EXECUTIVE- ADVERTISING,Sales/Retail/Business Development,BSc  MSc,45000,8,3
HYDERABAD,NORWEGIAN CUSTOMER SERVICE AGENT,Customer Service/Support,BTech BE  MSc  ME MTech,60000,3,8
BENGALURU,E-MARKETING SPECIALIST ,Marketing, BCom ,20000,10,8
BENGALURU,WEB & GRAPHIC DESIGNER,Marketing,BTech BE  ME MTech,30000,4,5
BENGALURU,OUTDOOR SALES REPRESENTATIVES  - IT,Sales/Retail/Business Development,12TH  DMLT,30000,4,2
BENGALURU,SENIOR ANGULAR JS DEVELOPER ,IT/Software Development,10TH,70000,6,3
BENGALURU,PHP DEVELOPER ,IT/Software Development, BTech BE PG MTech,40000,11,3
BENGALURU,PROJECT MANAGER ,Engineering,BTech BE  ME MTech,180000,0,3
BENGALURU,TECHNICAL SALES ENGINEER,IT/Software Development,BTech BE  ME MTech,30000,3,2
BENGALURU,SALES EXECUTIVE - ADVERTISING,Sales/Retail/Business Development,BTech BE  ME MTech,25000,11,4
HYDERABAD,HUNGARIAN CUSTOMER SERVICE AGENT,Customer Service/Support, BCom ,60000,6,8
BENGALURU,ACCOUNT MANAGER AT HORIZON TECH COMPANY,Sales/Retail/Business Development,BSc,35000,3,2
BENGALURU,JAVA DEVELOPER,IT/Software Development,BTech BE  ME MTech,70000,10,40
HYDERABAD,SENIOR JAVA DEVELOPER,IT/Software Development,BTech BE  ME MTech,50000,11,8
HYDERABAD,SALES AND MARKETING SPECIALIST ,Logistics/Transportation,BTech BE  ME MTech,100000,4,3
BENGALURU,JAVA DEVELOPER,IT/Software Development,PG  ,70000,9,40
BENGALURU,SERVICE MEDICAL ENGINEER,Engineering, BTech BE PG MTech,0,8,3
BENGALURU,CUSTOMER SERVICE AGENT,Customer Service/Support,BTech BE MA MSc ME MTech ,20000,6,2
BENGALURU,DELIVERY,Logistics/Transportation,BSc  DMLT,24000,7,8
HYDERABAD,CUSTOMER SERVICE,Customer Service/Support,10TH ,22000,2,100
BENGALURU,INTERNATIONAL SALES ADVISOR,Customer Service/Support,BTech BE  ME MTech,50000,5,40
BENGALURU,PROMOTER - ETISALAT STORE,Sales/Retail/Business Development, BSc PG  ,10000,12,5
BENGALURU,WEB DESIGNER,Creative/Design,BTech BE  ME MTech,25000,5,2
HYDERABAD,QUALITY ASSURANCE  SPECIALIST - MEDICAL,Quality Assurance/Quality Control,BTech BE  ME MTech,40000,9,5
BENGALURU,SENIOR JAVA DEVELOPER,IT/Software Development,BTech BE  ME MTech,60000,7,5
BENGALURU,FULL STACK JAVACRIPT DEVELOPER,IT/Software Development,BTech BE  ME MTech,40000,7,3
BENGALURU,SENIOR FRONT END DEVELOPER,IT/Software Development,MSc,50000,0,2
HYDERABAD,JUNIOR TRANSLATOR,Editorial/Writing, Diploma ,17000,4,2
HYDERABAD,ORACLE BI CONSULTANT,IT/Software Development, Graduation  PG   Doctorate Doctorate ,80000,4,2
BENGALURU,PART TIME SOFTWARE DEVELOPER,IT/Software Development,BTech BE  ME MTech,45000,9,40
MUMBAI,SALES REPRESENTATIVE- ALEXANDRIA ,Sales/Retail/Business Development,BCA BPharma BSc BTech BE Diploma MSc DMLT ,18000,12,2
HYDERABAD,ORACLE PROJECTS CONSULTANT,IT/Software Development,10TH ,80000,11,3
BENGALURU,VISUAL MERCHANDISER,Sales/Retail/Business Development, BCom ,20000,7,2
HYDERABAD,NODEJS SOFTWARE DEVELOPER,IT/Software Development,BTech BE,150000,1,3
BENGALURU,SENIOR TRANSLATOR,Editorial/Writing,BTech BE  ME MTech,55000,4,2
BENGALURU,TECHNICAL SUPPORT ENGINEER,IT/Software Development,BTech BE  ME MTech,20000,8,2
HYDERABAD,MARKETING,Marketing,BTech BE  ME MTech,100000,12,4
BENGALURU,MARKETING & MANAGEMENT | INDIA,Management,BTech BE  ME MTech,5000,8,15
BENGALURU,BUSINESS DEVELOPMENT SPECIALIST,Sales/Retail/Business Development,BTech BE  ME MTech,30000,10,2
BENGALURU,JUNIOR FRONT END DEVELOPER ,IT/Software Development,Diploma,45000,11,2
HYDERABAD,SENIOR GRAPHIC DESIGNER,Creative/Design,BTech BE  ME MTech,50000,11,2
BENGALURU,CREATIVE GRAPHIC DESIGNER,Creative/Design,BTech BE  ME MTech,40000,12,3
NASR CITY,SHAREPOINT DEVELOPER,IT/Software Development,BTech BE  ME MTech,70000,3,8
BENGALURU,"PROJECT MANAGER ""SOFTWARE"" ",IT/Software Development,BTech BE  ME MTech,60000,10,2
BENGALURU,SALES AGENT - IT,IT/Software Development,BTech BE  ME MTech,30000,2,2
BENGALURU,PRODUCTION ENGINEER,Manufacturing/Production/Operations,10TH ,30000,9,3
BENGALURU,SW QUALITY ASSURANCE ENGINEER/TESTER,Quality Assurance/Quality Control,BTech BE  ME MTech,50000,4,3
BENGALURU,PILLARS OPEN DAY RECRUITMENT,Customer Service/Support,BTech BE  ME MTech,37000,4,100
BENGALURU,TELESALES AGENT (LEORON),Sales/Retail/Business Development,BTech BE  ME MTech,20000,0,8
HYDERABAD,PLANNING & DESIGNING CIVIL ENGINEER ,Engineering,BTech BE  ME MTech,100000,1,40
BENGALURU,SOCIAL MEDIA SPECIALIST,Marketing,BTech BE Diploma MBA PGDM ,40000,12,2
BENGALURU,TELE-MARKETING EXECUTIVE,Marketing,BTech BE  ME MTech,25000,12,2
MUMBAI,AGENT,Marketing, BTech BE ,60000,5,15
BENGALURU,.NET AND PHP WEB DEVELOPER,IT/Software Development,BTech BE  ME MTech,30000,5,3
BENGALURU,UI/UX DEVELOPER,IT/Software Development,BTech BE  ME MTech,30000,3,3
BENGALURU,DESKTOP APPLICATION DEVELOPER,IT/Software Development, BTech BE ,40000,3,2
BENGALURU,TECHNICAL OFFICE MANAGER,Engineering, BTech BE ,0,8,40
BENGALURU,INDOOR SALES REPRESENTATIVE,Sales/Retail/Business Development,Diploma,25000,0,4
BENGALURU,SENIOR SALES ACCOUNT MANAGER,Sales/Retail/Business Development,BTech BE  ME MTech,45000,2,3
BENGALURU,SALES ENGINEER - SOFTWARE,IT/Software Development,BTech BE  ME MTech,30000,7,8
BENGALURU,MECHANICAL / ELECTRICAL ENGINEER,Engineering,BTech BE  ME MTech,50000,0,2
BENGALURU,TECHINCAL SUPPORT AGENT ,IT/Software Development, BTech BE PG MTech,30000,6,2
BENGALURU,TELE-MARKETING EXECUTIVE,Marketing,BTech BE  ME MTech,25000,12,2
BENGALURU,FOREIGNER ACCOUNT MANAGER,Sales/Retail/Business Development,BTech BE  ME MTech,50000,7,3
BENGALURU,CUSTOMER SERVICE/CALL CENTER AGENT ,Customer Service/Support,BTech BE  ME MTech,60000,7,2
BENGALURU,OFFSHORE CALL CENTER ADVISOR,Customer Service/Support,Doctorate Doctorate ,30000,6,40
BENGALURU,OPERATIONS CALL CENTER REPRESENTATIVE,Customer Service/Support,BTech BE  ME MTech,22000,7,4
BENGALURU,SENIOR ANDROID DEVELOPER,IT/Software Development,MA  MCom  MPhil PhD,65000,10,2
SUEZ,QUALITY ASSURANCE HEAD,Quality Assurance/Quality Control,MSc,200000,3,2
BENGALURU,GRAPHICS & WEB DESIGNER ,Creative/Design,BTech BE  ME MTech,20000,6,2
BENGALURU,SALES ACCOUNT MANAGER - FURNITURE,Sales/Retail/Business Development, BTech BE ,100000,11,3
BENGALURU,SENIOR .NET DEVELOPER,IT/Software Development,BTech BE  ME MTech,70000,0,2
BENGALURU,ONLINE DISTRIBUTORS ACCOUNT MANAGER - FURNITURE,Sales/Retail/Business Development,BTech BE  ME MTech,15000,1,2
BENGALURU,SENIOR JAVA DEVELOPER,IT/Software Development,BTech BE,150000,6,2
HYDERABAD,SERVICE ENGINEER,Engineering,BTech BE  ME MTech,20000,10,2
BENGALURU,JAVA TRAINER / INSTRUCTOR,Education/Training,10TH,500000,8,5
BENGALURU,CUSTOMER SERVICE / TECHNICAL SUPPORT REPRESENTATIVE,Customer Service/Support,BTech BE  ME MTech,35000,10,8
BENGALURU,JAVA AND SHAREPOINT DEVELOPER,IT/Software Development,BTech BE  ME MTech,35000,11,8
HYDERABAD,JUNIOR TRANSLATOR,Editorial/Writing,BTech BE  ME MTech,17000,10,2
BENGALURU,ACCOUNT EXECUTIVE - ADVERTISING,Sales/Retail/Business Development,BTech BE  ME MTech,35000,1,8
BENGALURU,SENIOR ASP.NET MVC,IT/Software Development,ITI  10TH,50000,5,2
BENGALURU,.NET DEVELOPER,IT/Software Development,BTech BE  ME MTech,40000,8,3
NEW BENGALURU,MARKETING AGENT,Marketing,BTech BE  ME MTech,20000,4,3
MUMBAI,IT SALES AGENT - ALEXANDRIA,Sales/Retail/Business Development,BTech BE  ME MTech,20000,9,2
HYDERABAD,ACCOUNT MANAGER,Marketing,BCom MCom MBA PGDM ,50000,0,2
BENGALURU,DATA ENTRY AGENT,Customer Service/Support, LLB ,30000,1,15
HYDERABAD,MW AND BTS TECHNICIAN -TELECOMMUNICATION,Engineering, BCom PG MBA PGDM ,35000,3,40
BENGALURU,FACILITY MANAGER,Engineering,12TH 10TH ,45000,0,2
BENGALURU,TRANSLATOR,Editorial/Writing,BSc MSc ,40000,1,2
BENGALURU,SENIOR JAVA DEVELOPER,IT/Software Development,MBBS,75000,0,3
HYDERABAD,CALL CENTER AGENT,Customer Service/Support, BTech BE PG MTech,15000,12,4
BENGALURU,SENIOR QUALITY ASSURANCE PHARMACIST,Quality Assurance/Quality Control,BTech BE  ME MTech,30000,7,3
BENGALURU,QUALITY CONTROL ANALYST,Quality Assurance/Quality Control,BTech BE  ME MTech,20000,12,2
BENGALURU,PHP DEVELOPER ,IT/Software Development,BTech BE ,40000,11,2
HYDERABAD,JUNIOR JAVA DEVELOPER ,IT/Software Development,BTech BE  ME MTech,32000,1,3
BENGALURU,TOUR OPERATOR,Customer Service/Support,BTech BE  ME MTech,20000,11,5
BENGALURU,SECRETARY  ,Customer Service/Support,BTech BE  ME MTech,15000,12,40
BENGALURU,MARKETING AND SALES,Sales/Retail/Business Development,BTech BE  ME MTech,25000,11,8
BENGALURU,JAVA DEVELOPER ,IT/Software Development,BTech BE  ME MTech,50000,5,5
BENGALURU,MOBILE PHONE SOFTWARE TESTING ENGINEER,Engineering,BTech BE  ME MTech,50000,2,4
BENGALURU,JAVA DEVELOPER,IT/Software Development,BTech BE  ME MTech,50000,12,5
BENGALURU,JAVASCRIPT DEVELOPER,IT/Software Development, BTech BE PG MTech,40000,3,5
BENGALURU,ASSOCIATE PROJECT LEADER ,Project/Program Management,BTech BE  ME MTech,80000,9,4
BENGALURU,ARCHITECT ,Engineering,12TH ,28000,4,4
HYDERABAD,SALES ENGINEER,Sales/Retail/Business Development, BTech BE ,25000,5,5
BENGALURU,MARKETING SUPERVISOR,Marketing, BTech BE ,50000,6,5
HYDERABAD,MAGAZINE SALES EXECUTIVE,Marketing,BTech BE  ME MTech,45000,9,2
BENGALURU,PHARMACIST ASSISANT,Medical,BTech BE ME MTech ,25000,8,5
HYDERABAD,TEST CENTER ADMINISTRATOR ,Customer Service/Support,BTech BE  ME MTech,30000,1,8
HYDERABAD,SENIOR JAVA DEVELOPER,IT/Software Development,MLib,30000,7,2
BENGALURU,PROJECT EXECUTIVE,Customer Service/Support,BTech BE  ME MTech,18000,5,3
BENGALURU,.NET DEVELOPER,IT/Software Development,BTech BE  ME MTech,40000,0,3
BENGALURU,SALES ENGINEER ,Sales/Retail/Business Development,BTech BE  ME MTech,25000,3,3
BENGALURU,PROPERTY CONSULTANT,Sales/Retail/Business Development,BTech BE  ME MTech,200000,0,5
HYDERABAD,CALL CENTER AGENT ,Customer Service/Support,BTech BE  ME MTech,20000,7,2
BENGALURU,EXPORT SALES EXECUTIVE AT MARMONIL,Sales/Retail/Business Development,BTech BE  ME MTech,80000,5,2
BENGALURU,EXPORT SALES EXECUTIVE AT MARMONIL,Sales/Retail/Business Development,BBA BCom BBM MBA PGDM ,80000,8,2
BENGALURU,MARKETING AND SALES EXECUTIVE,Marketing,BTech BE  ME MTech,60000,12,4
BENGALURU,GSM ENGINEER ( NETWORK CONSTRUCTION / MAINTENANCE ),Engineering,BTech BE  ME MTech,100000,1,15
BENGALURU,SALES ENGINEER,Engineering,MCom,12000,11,3
BENGALURU,PRODUCTION & QUALITY PHARMACIST,Quality Assurance/Quality Control,BTech BE  ME MTech,30000,11,3
HYDERABAD,CUSTOMER SERVICE AGENT ,Customer Service/Support,BTech BE  ME MTech,15000,8,80
MUMBAI,IOS DEVELOPER (ALEXANDRIA),IT/Software Development,BTech BE  ME MTech,10000,7,2
BENGALURU,SOCIAL MEDIA SPECIALIST,Marketing,BTech BE  ME MTech,18000,12,2
BENGALURU,SENIOR PHP DEVELOPER,IT/Software Development,BTech BE  ME MTech,50000,9,5
BENGALURU,BRAND MANAGER- FMCG,Marketing,BTech BE  ME MTech,160000,2,2
BENGALURU,INTERIOR DESIGNER ,Engineering,BTech BE  ME MTech,25000,10,2
MUMBAI,PROJECT DIRECTOR - CONSTRUCTION FIELD,Project/Program Management,BSc  MSc,250000,2,8
BENGALURU,CONCRETE ENGINEER/ CIVIL ENGINEER ,Engineering,BTech BE  ME MTech,100000,12,3
BENGALURU,FINANCIAL SPECIALIST,Marketing,BTech BE  ME MTech,100000,4,8
BENGALURU,SENIOR IOS MOBILE APPLICATION DEVELOPER,IT/Software Development, BTech BE PG  ,90000,3,2
BENGALURU,SENIOR SALES EXECUTIVE - MEDICAL,Medical,BTech BE  ME MTech,50000,6,5
BENGALURU,MATHEMATICS FRENCH CONTENT WRITER,Education/Training,BTech BE  ME MTech,100000,7,8
BENGALURU,SENIOR MATHEMATICS FRENCH CONTENT WRITER,Education/Training,BTech BE Diploma ,150000,10,8
BENGALURU,DOCTOR,Medical,BTech BE  ME MTech,5000,11,2
BENGALURU,"SALES, MARKETING & BUSINESS DEVELOPMENT [JOB FAIR]",Sales/Retail/Business Development,BSc ,250000,10,100
BENGALURU,CUSTOMER SERVICE AGENT UK ACCOUNT (WEB CHAT/BACK OFFICE),Customer Service/Support,BArch ,24000,7,100
BENGALURU,TELESALES AGENT (METLIFE ALICO ACCOUNT),Customer Service/Support,BTech BE  BVSC  MA  MCom  MSc  MBA PGDM,12000,1,8
BENGALURU,FRONT END WEB DEVELOPER,IT/Software Development, BTech BE PG  ,60000,7,2
BENGALURU,ORGANIZERS & ENTERTAINERS - USHER,Sports and Leisure,MPhil PhD,8000,9,15
BENGALURU,TENDERING & ESTIMATION SENIOR MECHANICAL ENGINEER ,Engineering, BTech BE PG  ,120000,3,2
HYDERABAD,CUSTOMER SERVICE REPRESENTATIVE - CIB BANK,Banking,Diploma,27000,11,40
HYDERABAD,CUSTOMER SERVICE EXECUTIVE (FRENCH),Customer Service/Support,BTech BE  ME MTech,32000,0,8
HYDERABAD,CUSTOMER SERVICE EXEC. FRENCH(NEW),Customer Service/Support, BSc ,32000,3,8
BENGALURU,EDI ANALYST,IT/Software Development, BTech BE ,50000,1,5
BENGALURU,CUSTOMER SERVICE EMPLOYEE VODAFONE UK,Customer Service/Support,BTech BE  ME MTech,24000,4,80
BENGALURU,INDOOR SALES EXECUTIVE - AUTOMOTIVE ,Sales/Retail/Business Development,BTech BE MArch ,15000,12,15
BENGALURU,SALES REPRESENTATIVE - ADVERTISING,Sales/Retail/Business Development,BTech BE  ME MTech,60000,11,3
BENGALURU,SALES REPRESENTATIVE - ADVERTISING,Sales/Retail/Business Development,BTech BE  ME MTech,60000,12,3
HYDERABAD,UX / UI DEVELOPER ,IT/Software Development,BTech BE  ME MTech,40000,11,2
BENGALURU,GRAPHIC DESIGNER,Creative/Design, BTech BE PG MTech,40000,5,4
BENGALURU,PROTECTION DESIGN ENGINEER,Engineering,BTech BE  ME MTech,90000,10,2
BENGALURU,ELECTRICAL DRAFT MAN,Engineering,BTech BE  ME MTech,70000,6,2
BENGALURU,ACCOUNTING SOFTWARE SPECIALIST,IT/Software Development,BTech BE  ME MTech,60000,0,2
BENGALURU,EMERGENCY SERVICES COORDINATOR - CALL CENTER,Customer Service/Support,BTech BE  ME MTech,20000,3,8
BENGALURU,FRONT END DEVELOPER,IT/Software Development,BTech BE ,25000,12,2
BENGALURU,COMPUTER SALES ENGINEER,Engineering,BTech BE  ME MTech,15000,4,2
MANSOURA,WEB DEVELOPER - MANSOURA,IT/Software Development,BTech BE  ME MTech,75000,8,3
MANSOURA,WEB DEVELOPER (MANSOURA),IT/Software Development, BTech BE ,75000,3,3
BENGALURU,ELECTRONICS SALES ENGINEER,Engineering,BTech BE  ME MTech,15000,2,2
BENGALURU,MARKETING SPECIALIST,Marketing,MSc  Professional Degree,50000,10,2
BENGALURU,MEDIA SALES CONSULTANT (OUTDOOR),Sales/Retail/Business Development,BTech BE  ME MTech,21000,6,15
BENGALURU,SENIOR SOFTWARE QC ENGINEER,Quality Assurance/Quality Control,BTech BE  ME MTech,65000,2,2
BENGALURU,CUSTOMER SERVICE REPRESENTATIVE,Customer Service/Support,BTech BE,35000,12,40
BENGALURU,TELESALES REPRESENTATIVE - TELECOMMUNICATION ,Sales/Retail/Business Development,BTech BE  ME MTech,35000,4,80
BENGALURU,.NET SOFTWARE DEVELOPER,IT/Software Development,Doctorate Doctorate ,50000,3,2
BENGALURU,WEB DESIGNER,IT/Software Development,BTech BE  ME MTech,60000,7,3
BENGALURU,API BACKEND DEVELOPER,IT/Software Development,CA  ICWA  MBA PGDM,80000,8,5
BENGALURU,ANDROID MOBILE DEVELOPER ,IT/Software Development, BTech BE PG MTech,70000,5,8
BENGALURU,IOS MOBILE DEVELOPER ,IT/Software Development,MSc,70000,12,5
BENGALURU,QUALITY CONTROL AUTOMATION,IT/Software Development,BA  12TH  MA,55000,10,5
BENGALURU,TELESALES REPRESENTATIVE,Customer Service/Support,BTech BE  ME MTech,50000,10,15
BENGALURU,ANDROID/IOS TEAM LEADER ,IT/Software Development, BTech BE ,70000,0,4
BENGALURU,WEB & JAVASCRIPT DEVELOPER,IT/Software Development,BTech BE  ME MTech,75000,6,5
BENGALURU,.NET DEVELOPER,IT/Software Development,BTech BE  ME MTech,45000,5,2
BENGALURU,SHAREPOINT DEVELOPER,IT/Software Development,BTech BE  ME MTech,50000,10,2
BENGALURU,GRAPHIC DESIGNER,Creative/Design,BTech BE  ME MTech,60000,9,5
BENGALURU,SOCIAL MEDIA MODERATOR,Media/Journalism/Publishing,BTech BE  ME MTech,25000,0,4
BENGALURU,CUSTOMER SERVICE AGENT,Customer Service/Support,BTech BE  ME MTech,15000,1,100
BENGALURU,INDOOR SALES ENGINEER,Engineering,BTech BE  ME MTech,70000,9,4
BENGALURU,CALL CENTER AGENT (ETISALAT),Customer Service/Support,BTech BE  ME MTech,18000,9,80
BENGALURU,IT SPECIALIS,IT/Software Development,BTech BE  MA,40000,11,2
BENGALURU,TECHNICAL SUPPORT AGENT - ETISALAT INT'L ACCOUNT,Customer Service/Support,BTech BE  ME MTech,30000,7,40
MUMBAI,PHP DEVELOPER ,IT/Software Development,BTech BE  ME MTech,100000,3,5
BENGALURU,LADIES BRANCH MANAGER - FITNESS CLUB,Administration,BPharma ,70000,10,2
BENGALURU,SALES AND RECEPTION AGENT  - FITNESS CLUB,Customer Service/Support, BTech BE PG MTech,30000,10,8
BENGALURU,UI & UX TEAM LEADER ,IT/Software Development, BCom ,90000,3,2
BENGALURU,TRANSLATION MANAGER,Editorial/Writing,BTech BE  ME MTech,140000,3,2
BENGALURU,ENGLISH-ARABIC TRANSLATOR,Editorial/Writing,BTech BE ,80000,1,8
HYDERABAD,GRAPHIC DESIGNER,Creative/Design,BTech BE,40000,6,2
HYDERABAD,C++ SOFTWARE ENGINEER - MEDICAL IMAGING,IT/Software Development,BTech BE  ME MTech,120000,8,3
HYDERABAD,JAVASCRIPT SOFTWARE DEVELOPER,IT/Software Development,BTech BE,150000,12,3
HYDERABAD,NODEJS SOFTWARE DEVELOPER,IT/Software Development,BTech BE  ME MTech,150000,5,3
HYDERABAD,RUBY ON RAILS SOFTWARE DEVELOPER,IT/Software Development, Diploma ,150000,10,3
BENGALURU,GRAPHIC DESIGNER & UX,Creative/Design,BTech BE  ME MTech,45000,10,3
BENGALURU,MEDIA SALES CONSULTANT (OUTDOOR),Sales/Retail/Business Development, BTech BE ,21000,12,15
HYDERABAD,CONTACT CENTER AGENT,Customer Service/Support,BCA 12TH MSc MCA PGDCA ,20000,4,40
HYDERABAD,INBOUND TECHNICAL SUPPORT AGENT ,Customer Service/Support,BTech BE  ME MTech,23000,1,8
HYDERABAD,C++ SOFTWARE ENGINEER (MEDICAL IMAGING),IT/Software Development, BTech BE ,120000,3,3
MUMBAI,HYDROLOGIST ,Biotech/R&D/Science, BTech BE ,50000,12,5
BENGALURU,SW QUALITY ASSURANCE ENGINEER/TESTER,Quality Assurance/Quality Control,BTech BE  ME MTech,50000,4,3
BENGALURU,SENIOR ANGULAR JS DEVELOPER ,IT/Software Development,BTech BE  ME MTech,70000,4,3
BENGALURU,PHP DEVELOPER ,IT/Software Development,BTech BE  ME MTech,40000,4,3
BENGALURU, JAVA ENGINEER,IT/Software Development,BTech BE  ME MTech,60000,6,5
BENGALURU,APPLICATION SUPPORT ENGINEER,Engineering, BTech BE PG  ,60000,3,4
BENGALURU,BUSINESS INTELLIGENCE ENGINEER,IT/Software Development,BTech BE  ME MTech,60000,9,2
BENGALURU,BUSINESS INTELLIGENCE ENGINEER,IT/Software Development, Diploma ,60000,9,2
BENGALURU,BUSINESS INTELLIGENCE ENGINEER,IT/Software Development,BTech BE  ME MTech,60000,0,2
BENGALURU,BUSINESS INTELLIGENCE ENGINEER,IT/Software Development,BTech BE  ME MTech,60000,2,2
BENGALURU,BUSINESS INTELLIGENCE ENGINEER,IT/Software Development,BTech BE  ME MTech,60000,7,2
BENGALURU,INDOOR SALES EXECUTIVE - RETAIL,IT/Software Development,8TH ,20000,11,100
HYDERABAD,ASSOCIATE SOFTWARE ENGINEER,IT/Software Development,BTech BE  ME MTech,35000,3,2
BENGALURU,AGENT,Customer Service/Support, Diploma ,30000,9,8
BENGALURU,SENIOR TECHNICAL SUPPORT ENGINEER,Engineering,BTech BE  ME MTech,90000,11,5
BENGALURU,CROSS PLATFORM MOBILE DEVELOPER,IT/Software Development,Doctorate Doctorate ,60000,8,2
BENGALURU,LINUX SYSTEM ADMINISTRATOR,IT/Software Development,BTech BE  ME MTech,50000,2,2
BENGALURU,IOS DEVELOPER,IT/Software Development,BTech BE  ME MTech,100000,2,2
HYDERABAD,DATA ENTRY AGENT ,Administration, BTech BE PG MTech,70000,3,2
BENGALURU,JUNIOR SALES AGENT- CHEMICALS ,Engineering,BSc  BTech BE  MSc,30000,2,2
BENGALURU,YOUTUBE SPECIALIST,Media/Journalism/Publishing,MA,80000,12,2
MUMBAI,QUALITY CONTROL ENGINEER (ALEXANDRIA),Quality Assurance/Quality Control, BTech BE ,6000,4,2
MUMBAI,SENIOR .NET DEVELOPER,IT/Software Development,BTech BE  ME MTech,45000,7,2
BENGALURU,.NET DEVELOPER,IT/Software Development,BTech BE  ME MTech,60000,10,3
BENGALURU,DATABASE & REPORT DEVELOPER / ANALYST,IT/Software Development,10TH ,80000,0,3
BENGALURU,CUSTOMER SUPPORT ASSOCIATE Â€“ GERMAN ,Customer Service/Support, BTech BE ,50000,2,4
BENGALURU,ARCHITECT ,Creative/Design,BTech BE  ME MTech,90000,11,4
BENGALURU,PROJECT MANAGER,Engineering, BCom PG CA,60000,2,2
BENGALURU,3D GRAPHIC DESIGNER ,Creative/Design,Doctorate Doctorate ,70000,7,4
BENGALURU,GAME DEVELOPER,IT/Software Development, BTech BE ,80000,9,4
BENGALURU,SOFTWARE DEVELOPER,IT/Software Development,BTech BE  ME MTech,30000,12,2
BENGALURU,TECHNICAL SUPPORT AGENT ,IT/Software Development,BTech BE  ME MTech,20000,0,2
HYDERABAD,SOCIAL MEDIA ENGAGEMENT AGENT  ,Customer Service/Support,BTech BE  ME MTech,17000,3,2
BENGALURU,SENIOR DEVELOPER WITH ANGULARJS KNOWLEDGE,IT/Software Development,BTech BE  ME MTech,100000,7,3
BENGALURU,MEDIA SALES CONSULTANT (OUTDOOR),Sales/Retail/Business Development, BArch ,21000,1,15
HYDERABAD,IT TEACHER,Education/Training,BSc MBA PGDM PG Diploma ,35000,4,3
BENGALURU,SALES & MARKETING REPRESENTATIVE,Marketing,BTech BE  ME MTech,30000,5,15
HYDERABAD,COMPUTER TEACHER ,Education/Training,BTech BE  ME MTech,35000,9,2
BENGALURU,SYSTEM ENGINEER,Engineering, BTech BE ,32000,12,2
BENGALURU,INTERIOR DESIGNER,Engineering,BTech BE  ME MTech,70000,1,5
BENGALURU,IT SALES ACCOUNT MANAGER,Sales/Retail/Business Development,12TH,50000,12,2
BENGALURU,ARCHITECT (3D VISUALIZER),Engineering,10TH,30000,9,2
BENGALURU,CALL CENTER AGENT,Customer Service/Support,BTech BE  ME MTech,17500,9,3
BENGALURU,SOFTWARE DEVELOPER,IT/Software Development,PG  ,70000,2,3
BENGALURU,TELESALES & MARKETING REPRESENTATIVE,Marketing,BTech BE  ME MTech,14000,4,4
